1over,2over,3over,4over,5over,6over,7over,8over,9over,10over,11over,12over,13over,14over,15over,16over,17over,18over,19over,20over,21over,22over,23over,24over,25over,26over,27over,28over,29over,30over,31over,32over,33over,34over,35over,36over,37over,38over,39over,40over,result,year
11/0,16/0,22/0,28/0,36/0,47/0,54/0,62/0,66/0,77/0,84/0,99/0,107/0,117/1,120/1,132/1,150/1,158/1,168/3,181/4,1/1,1/1,6/1,12/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,16/2,defend,2022
11/0,12/1,19/1,22/1,27/1,41/1,46/1,49/1,56/1,58/2,71/2,77/2,85/2,94/2,104/2,110/2,116/2,121/4,126/4,130/6,4/0,13/0,14/1,21/1,32/1,36/1,39/1,51/1,61/1,63/1,72/1,76/1,80/1,90/1,100/1,104/2,109/2,117/2,129/2,133/2,chased,2021
11/0,11/1,17/2,19/2,29/2,33/2,36/2,40/2,43/2,43/2,52/2,57/3,70/4,90/4,101/4,106/5,122/5,132/5,140/6,151/6,4/0,5/0,5/0,6/0,9/0,13/0,19/0,22/0,24/0,26/2,35/3,36/7,40/8,41/10,41/10,41/10,41/10,41/10,41/10,41/10,defend,2021
11/0,19/0,29/1,37/1,47/1,51/2,67/2,81/2,93/2,106/2,123/2,133/2,153/2,160/4,181/4,191/4,198/4,203/4,215/4,228/4,0/0,0/0,7/1,10/2,11/3,12/4,13/4,15/5,18/6,20/6,27/6,28/8,28/9,28/9,28/9,28/9,28/9,28/9,28/9,28/9,defend,2021
11/0,12/1,16/1,22/2,24/2,32/2,37/2,45/2,48/3,54/3,61/3,78/3,95/3,110/4,114/5,117/5,129/5,143/5,153/5,166/6,10/1,16/1,26/2,32/2,38/3,44/3,48/3,56/3,58/3,63/4,67/4,69/5,75/5,81/5,90/5,103/5,109/6,113/7,116/7,122/9,defend,2020
11/1,18/1,21/1,29/1,36/1,46/1,48/2,52/2,55/2,61/3,63/3,65/3,69/3,75/3,85/3,93/3,99/3,107/4,117/4,130/4,7/0,8/1,16/2,18/2,22/2,22/3,25/3,28/3,34/3,36/4,36/5,39/5,43/6,46/6,47/7,50/7,58/7,63/7,70/7,74/7,defend,2026
11/1,18/1,25/1,28/1,33/1,34/1,38/2,46/2,52/2,60/2,70/2,88/2,105/2,110/3,118/3,131/3,142/3,154/3,167/3,175/4,4/0,9/0,10/0,18/0,28/0,33/0,33/0,35/0,41/0,45/0,47/0,53/0,57/0,70/0,74/0,83/1,91/1,102/1,106/1,110/1,defend,2025
11/1,14/2,20/3,31/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,41/3,5/2,18/3,27/5,35/5,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,42/7,chased,2020
12/0,21/0,38/0,54/1,74/1,82/1,90/2,98/3,98/3,98/3,98/3,98/3,98/3,98/3,98/3,98/3,98/3,98/3,98/3,98/3,14/0,26/0,41/0,47/0,53/2,59/2,80/2,85/5,85/5,85/5,85/5,85/5,85/5,85/5,85/5,85/5,85/5,85/5,85/5,85/5,defend,2026
12/0,18/0,20/0,32/1,35/1,40/1,47/1,50/2,52/2,55/2,62/2,69/2,72/2,85/2,92/2,95/2,102/2,111/2,124/2,137/2,2/0,18/0,30/0,45/0,63/0,77/0,84/0,93/0,105/0,113/0,123/1,130/1,136/2,138/2,138/2,138/2,138/2,138/2,138/2,138/2,chased,2025
12/0,12/0,12/1,16/2,23/2,33/2,38/2,46/2,55/3,63/3,70/3,76/3,83/3,88/3,98/3,108/3,116/4,122/5,132/5,138/7,3/0,8/0,11/1,17/1,21/1,31/2,33/2,36/2,40/2,48/2,51/4,56/4,65/4,69/4,76/5,80/7,84/8,88/8,96/8,99/9,defend,2025
12/0,19/0,25/0,28/0,36/0,42/0,46/0,50/1,58/1,67/1,72/1,79/1,86/1,96/1,116/1,122/1,131/1,141/1,147/2,157/3,3/0,6/0,7/1,14/2,19/2,29/2,34/2,42/2,49/3,56/3,68/3,72/4,80/5,82/8,83/9,83/9,83/9,83/9,83/9,83/9,defend,2025
12/0,18/1,18/2,18/2,18/3,25/3,30/4,34/5,37/6,44/6,52/6,73/6,80/7,84/7,94/8,97/8,106/8,134/9,136/9,143/10,3/0,3/2,6/3,13/4,15/4,21/4,25/4,26/4,33/4,39/4,45/4,55/4,61/4,64/4,73/4,73/6,74/6,77/6,83/7,87/7,defend,2025
12/0,16/1,18/2,22/2,24/2,28/2,36/2,43/2,46/2,50/2,58/2,68/3,73/3,83/3,88/3,101/3,104/4,114/4,119/4,124/6,6/0,15/0,22/0,32/0,38/0,46/0,54/0,57/0,63/0,73/1,80/1,88/1,98/1,101/1,111/1,118/3,123/3,125/3,125/3,125/3,chased,2025
12/0,14/0,20/0,25/0,27/1,32/3,34/3,36/3,40/3,45/4,52/4,63/4,77/4,85/5,90/5,90/6,96/6,98/7,105/7,112/7,14/0,16/0,26/0,27/1,46/1,55/1,60/1,67/2,74/2,85/2,92/2,101/2,110/2,115/2,115/2,115/2,115/2,115/2,115/2,115/2,chased,2025
12/0,24/0,30/0,36/0,42/0,52/0,67/0,72/1,78/1,88/1,92/1,108/1,119/1,127/1,134/1,146/1,156/1,170/1,189/1,198/1,2/1,9/1,12/1,14/2,15/3,15/3,21/3,21/4,23/4,24/5,29/6,32/7,33/7,36/7,41/7,41/10,41/10,41/10,41/10,41/10,defend,2025
12/0,24/0,29/1,32/1,45/1,55/1,62/1,67/1,73/1,80/1,92/1,101/1,114/1,124/1,135/1,146/2,158/2,173/2,183/3,198/5,3/1,11/1,16/1,28/2,38/2,42/2,48/2,56/2,67/3,74/3,82/4,95/4,98/5,101/7,106/7,113/8,116/9,118/9,119/10,119/10,defend,2024
12/0,15/0,25/0,36/0,41/1,50/1,54/2,63/2,66/3,67/3,81/3,89/3,93/3,98/4,105/4,108/4,116/4,124/4,151/4,155/6,5/0,16/1,27/1,35/1,39/1,48/1,55/1,63/1,67/1,82/1,92/1,100/1,104/2,114/3,121/3,130/3,135/3,144/4,155/6,156/6,chased,2024
12/0,13/1,19/1,24/3,27/3,31/3,35/3,37/4,39/5,39/5,41/6,44/9,50/9,51/9,53/9,56/9,62/10,62/10,62/10,62/10,6/0,12/0,14/0,17/0,27/0,34/0,37/0,42/0,44/0,47/0,56/0,63/0,63/0,63/0,63/0,63/0,63/0,63/0,63/0,63/0,chased,2024
12/0,24/0,31/0,34/0,40/0,43/1,43/3,61/3,65/3,73/3,78/3,81/4,83/5,86/6,89/8,92/9,93/10,93/10,93/10,93/10,4/1,4/3,7/3,8/3,11/3,14/3,20/4,26/4,29/4,33/4,38/4,41/5,45/5,54/5,57/6,66/6,70/7,76/7,88/7,94/7,chased,2024
12/0,14/1,14/1,18/1,23/1,28/2,29/2,36/2,40/3,44/3,45/3,51/3,60/3,62/5,65/6,72/6,78/7,82/7,83/7,87/8,5/0,14/0,21/0,25/0,29/0,36/0,40/0,48/0,55/0,66/0,70/1,72/1,81/1,85/1,88/1,88/1,88/1,88/1,88/1,88/1,chased,2024
12/0,28/0,32/0,50/0,55/0,66/0,75/0,82/1,86/2,94/2,112/2,116/3,123/3,145/3,162/3,171/4,186/4,186/4,186/4,186/4,5/0,12/0,23/0,32/1,38/2,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,55/3,defend,2023
12/0,22/1,29/1,40/1,46/2,58/2,68/2,74/2,81/3,94/3,103/3,112/3,127/4,137/4,141/4,149/4,156/5,168/5,180/5,189/5,2/0,10/1,12/1,14/1,18/1,20/1,25/2,28/3,28/3,30/5,32/5,34/6,35/6,41/8,44/8,48/8,52/9,53/10,53/10,53/10,defend,2023
12/0,13/0,20/0,27/0,29/0,36/1,41/1,47/2,50/3,56/3,60/3,63/5,66/5,77/5,78/6,80/6,84/6,87/7,90/9,92/10,1/0,10/0,17/0,20/1,23/1,28/2,30/2,40/2,43/3,44/4,47/4,49/4,55/4,67/4,72/5,77/6,82/6,86/6,93/6,93/6,chased,2023
12/0,18/0,28/1,45/1,45/2,48/2,56/2,59/3,63/3,71/3,76/3,81/4,87/4,103/4,115/4,125/4,132/5,142/5,154/5,172/5,7/0,14/0,16/0,26/0,39/0,47/0,57/0,68/0,73/1,81/1,87/1,92/1,106/1,118/1,136/1,147/1,166/1,171/1,173/1,173/1,chased,2022
12/0,32/0,44/0,55/0,67/0,82/0,96/0,109/0,134/1,148/1,155/1,167/1,183/1,198/1,212/1,226/1,241/1,250/1,269/1,279/2,0/1,7/2,12/2,15/3,17/4,17/5,18/6,18/6,20/7,21/7,23/7,23/10,23/10,23/10,23/10,23/10,23/10,23/10,23/10,23/10,defend,2021
12/0,18/0,30/0,33/0,37/0,50/1,60/1,66/1,70/1,75/1,82/1,93/1,106/1,111/1,113/1,120/1,125/2,133/2,147/2,155/3,5/1,6/1,11/1,20/1,28/1,33/2,39/2,45/2,47/2,56/2,63/2,66/2,73/2,85/2,91/3,99/3,105/3,107/3,114/3,120/4,defend,2021
12/0,20/0,26/0,33/0,40/0,53/0,58/0,74/0,85/0,96/0,103/0,111/0,115/0,119/0,129/0,142/0,151/1,159/1,175/1,189/1,2/0,7/0,15/0,23/2,26/2,27/3,29/3,36/3,42/3,45/3,51/3,55/3,68/3,76/4,81/4,86/4,94/4,97/5,100/6,103/9,defend,2020
12/1,20/1,32/1,41/1,42/1,44/2,51/2,58/2,63/2,67/3,73/3,85/3,98/3,104/4,109/4,118/4,120/5,134/5,142/6,149/7,3/0,7/1,7/1,14/2,15/4,18/5,25/6,30/7,34/7,45/7,51/7,54/7,56/8,60/8,64/9,70/9,73/9,74/10,74/10,74/10,defend,2025
13/0,28/1,42/1,53/1,63/2,69/3,78/3,82/3,96/3,101/4,108/4,126/4,140/4,155/4,165/4,169/5,184/5,201/5,216/5,237/5,3/0,12/1,14/3,15/4,17/5,30/5,32/5,41/5,46/5,50/6,57/6,62/6,65/6,75/6,77/7,80/8,83/8,84/9,84/10,84/10,defend,2026
13/0,21/0,28/0,37/0,57/0,64/0,80/0,87/0,92/1,104/1,106/1,114/1,118/1,130/1,147/1,160/1,165/1,172/1,187/1,198/1,11/0,22/2,33/2,36/2,41/2,46/2,49/4,52/4,55/4,59/4,62/4,72/4,76/5,78/7,83/10,83/10,83/10,83/10,83/10,83/10,defend,2025
13/0,23/0,33/0,40/0,52/0,59/0,67/0,76/0,79/0,85/0,98/0,107/0,118/0,126/0,133/1,145/1,152/2,163/2,168/2,176/3,8/0,13/0,15/1,19/1,22/2,30/2,38/2,43/2,55/2,65/2,72/2,77/3,85/4,96/4,98/4,102/6,106/7,111/7,116/7,120/8,defend,2024
13/0,15/0,24/0,34/0,38/1,44/1,48/1,52/1,58/1,62/1,75/1,83/1,86/3,96/3,100/3,107/5,113/6,117/7,121/8,134/8,5/0,16/0,19/0,19/0,27/1,37/1,46/1,54/1,68/1,82/1,92/1,97/1,101/1,108/1,116/1,117/1,126/1,130/2,136/2,136/2,chased,2024
13/0,33/0,35/0,41/0,50/0,73/0,81/0,83/0,91/0,101/1,105/2,107/3,108/4,110/4,115/4,124/4,128/5,130/8,137/8,141/10,12/0,15/0,20/0,21/1,29/1,33/1,36/1,42/2,47/2,59/3,60/3,69/3,73/3,80/4,84/4,99/4,102/4,112/5,122/6,126/7,defend,2024
13/0,21/0,23/1,30/1,32/1,32/2,45/2,54/2,57/2,60/2,65/2,68/2,75/2,81/2,90/2,92/3,101/3,105/3,116/3,126/3,14/2,19/2,20/3,24/3,28/3,33/3,46/3,52/3,55/4,59/4,63/4,74/4,79/4,94/4,95/4,101/5,109/6,125/6,129/7,129/7,chased,2024
13/0,24/0,35/0,45/0,59/1,88/1,119/1,130/2,148/2,154/2,171/2,183/2,194/3,205/4,220/4,239/4,248/4,266/4,285/4,300/6,1/1,2/2,3/3,4/3,6/4,12/4,16/4,16/7,16/9,19/10,19/10,19/10,19/10,19/10,19/10,19/10,19/10,19/10,19/10,19/10,defend,2023
13/0,19/0,28/0,36/0,41/1,49/1,57/1,64/1,67/1,78/1,88/1,97/1,101/1,105/2,109/2,121/3,124/5,129/5,137/5,148/5,5/0,18/0,25/0,32/0,34/2,46/2,46/3,48/5,55/5,59/5,69/6,72/7,78/7,81/7,90/7,97/7,99/7,106/7,112/7,117/8,defend,2022
13/0,27/0,43/0,47/2,61/2,77/2,88/2,110/2,128/2,146/2,159/2,170/2,182/2,202/2,215/2,235/2,249/2,256/2,267/2,282/2,1/0,2/0,3/1,3/2,3/2,6/4,6/4,13/4,14/4,14/5,15/5,15/5,16/6,16/7,20/7,24/7,25/9,26/9,26/10,26/10,defend,2022
13/0,24/0,33/0,40/0,55/0,67/0,80/0,85/0,98/0,110/0,126/0,140/0,154/0,168/0,177/0,192/0,205/1,219/1,239/1,253/1,7/0,12/1,13/1,17/2,20/2,24/2,25/2,27/3,34/3,35/4,37/4,38/8,40/8,41/8,42/8,43/9,43/9,43/9,43/9,43/9,defend,2022
13/0,18/0,33/1,36/1,43/1,47/1,50/1,58/1,71/1,74/2,83/2,101/2,119/2,127/3,140/3,152/3,157/3,161/3,173/3,184/4,4/0,4/1,6/2,19/2,25/2,35/2,46/2,52/3,59/3,66/3,70/4,80/5,83/6,90/6,100/7,108/7,122/8,133/9,138/10,138/10,defend,2021
14/0,25/0,42/0,52/2,63/2,75/2,82/2,86/3,95/3,106/3,113/3,121/5,125/5,129/5,135/5,140/5,152/5,158/5,166/6,178/8,1/1,13/1,22/1,29/1,37/1,44/1,51/1,60/1,65/2,68/3,79/3,86/3,92/4,103/4,111/5,117/6,127/6,134/8,137/10,137/10,defend,2026
14/0,21/0,29/0,36/0,46/1,48/2,54/2,60/2,69/2,75/2,80/2,95/2,108/2,119/2,124/3,127/4,136/4,147/5,152/5,157/7,7/0,19/1,24/1,36/1,47/1,53/1,63/1,66/2,79/2,88/2,97/2,103/2,114/2,119/3,130/4,133/4,142/4,145/4,152/4,158/4,chased,2026
14/0,16/0,22/0,30/0,40/0,46/0,48/1,50/2,56/3,60/3,66/3,74/3,79/3,89/3,99/3,106/3,109/4,116/5,118/7,125/8,2/0,7/0,8/2,14/3,16/3,25/3,28/3,28/4,30/4,37/4,39/5,43/6,54/6,60/6,70/7,75/7,81/9,88/9,94/9,95/10,defend,2025
14/0,25/0,39/0,46/0,49/0,50/0,53/0,69/1,75/1,85/2,91/2,98/3,102/4,112/4,122/4,125/5,131/5,136/6,141/6,146/7,6/1,8/2,11/2,16/2,17/2,19/2,22/2,23/2,24/2,26/2,33/2,35/4,36/4,43/4,47/5,54/5,58/7,62/7,64/8,68/10,defend,2024
14/0,23/0,32/0,37/0,47/0,49/0,54/0,70/0,79/0,91/0,114/0,117/1,123/1,135/1,142/1,154/1,157/3,167/3,176/4,184/4,3/1,8/3,18/3,23/4,26/4,32/5,34/5,39/5,46/5,51/5,56/5,58/6,67/6,76/6,81/6,88/6,92/7,97/9,99/10,99/11,defend,2020
15/0,29/0,39/1,52/1,63/1,70/1,74/1,80/1,89/2,96/2,104/2,108/2,118/3,126/3,146/4,153/4,165/5,175/5,189/5,190/6,9/1,9/3,10/5,13/5,14/6,23/6,24/9,28/9,29/9,29/10,29/10,29/10,29/10,29/10,29/10,29/10,29/10,29/10,29/10,29/10,defend,2026
15/0,32/0,42/0,57/0,62/1,67/1,73/2,79/2,88/2,97/2,100/2,115/2,127/2,133/2,136/2,142/3,147/3,157/3,163/3,167/4,0/1,7/1,12/1,13/2,21/2,25/4,26/4,27/5,28/6,29/7,29/8,30/9,31/10,31/10,31/10,31/10,31/10,31/10,31/10,31/10,defend,2026
15/0,19/1,23/2,31/3,45/3,52/3,54/3,66/3,73/3,82/3,87/3,93/3,101/4,106/4,110/4,117/4,124/4,132/4,145/4,152/6,1/1,6/2,9/2,20/2,24/2,31/2,39/3,48/3,59/3,63/3,74/3,77/4,86/5,90/5,93/6,101/6,111/6,114/9,118/10,118/10,defend,2026
15/0,22/0,32/0,38/0,43/1,54/3,72/3,82/3,89/3,93/3,101/3,108/3,114/4,128/4,134/4,148/4,157/4,166/4,174/5,180/5,16/0,28/0,37/0,42/1,47/1,61/1,68/2,74/2,75/2,80/2,83/3,90/4,95/5,98/6,103/7,109/7,110/9,115/9,117/10,117/10,defend,2025
15/0,16/1,16/2,23/2,25/3,41/4,46/4,54/4,60/4,70/4,77/4,79/4,86/4,86/4,90/4,98/4,101/5,107/5,117/5,123/7,1/1,4/1,7/1,11/1,13/1,20/1,21/2,25/2,28/3,29/3,34/4,37/4,41/6,45/6,48/7,51/10,51/10,51/10,51/10,51/10,defend,2025
15/0,23/0,28/1,34/1,41/1,48/1,52/1,60/1,70/1,73/2,88/2,91/3,97/3,105/3,114/4,118/5,123/5,134/6,139/9,142/10,4/0,7/0,11/0,15/0,24/0,34/0,38/1,41/1,48/1,52/2,59/3,62/3,68/4,73/4,75/5,85/5,89/5,100/5,108/6,113/7,defend,2024
15/0,29/0,37/0,62/0,72/1,86/1,106/1,114/1,127/1,151/1,158/1,180/1,199/1,217/1,239/1,250/1,266/1,284/1,302/1,318/1,5/0,6/1,6/2,12/2,12/2,13/2,14/2,16/2,21/2,22/2,22/3,23/3,27/3,33/3,37/4,37/5,38/6,42/6,43/7,49/8,defend,2022
15/0,15/0,24/0,32/0,40/1,44/1,56/1,63/1,71/1,85/1,92/1,98/2,104/2,114/2,121/2,127/2,131/2,145/2,157/2,164/3,8/0,12/0,17/1,29/1,35/2,40/2,48/2,53/3,56/3,63/3,75/4,83/4,95/4,105/4,108/5,114/6,121/6,132/6,137/6,145/8,defend,2022
15/0,16/1,16/2,20/2,29/2,35/2,38/2,46/2,48/2,58/3,61/3,73/3,78/3,82/6,83/8,84/8,90/8,95/8,99/8,103/9,1/0,12/1,14/1,21/1,30/2,31/3,41/3,44/3,50/3,56/4,62/4,67/4,70/4,79/4,83/5,85/5,91/5,99/6,104/6,104/6,chased,2020
16/0,19/2,27/2,36/2,42/2,45/2,55/2,58/2,60/2,71/3,77/4,89/4,95/5,102/6,107/8,112/8,119/8,121/8,122/10,122/10,6/1,12/1,14/1,20/2,21/2,25/3,26/4,33/4,36/4,40/4,42/4,44/4,52/5,60/6,76/6,82/6,84/8,89/8,93/8,100/8,defend,2026
16/0,18/1,19/1,27/1,30/1,39/1,43/1,54/1,63/1,67/1,75/2,84/2,89/2,100/2,111/2,118/2,127/2,139/3,149/3,162/5,2/0,4/1,10/1,11/2,20/4,20/4,32/4,35/5,40/5,44/5,51/5,54/5,58/5,59/5,69/5,71/6,72/7,74/8,76/10,76/10,defend,2024
16/0,17/0,19/1,23/2,30/2,43/2,49/2,59/2,62/2,64/2,76/2,78/2,81/2,87/2,91/3,101/3,104/4,107/5,114/5,119/6,16/0,20/0,28/0,33/0,36/0,46/1,47/2,52/2,55/2,62/2,71/2,78/3,81/3,89/3,93/3,101/3,110/3,114/3,118/4,132/6,unknown,2024
16/0,21/1,26/2,35/2,41/2,44/2,46/3,58/3,62/3,68/3,79/3,86/3,90/3,95/5,104/5,109/5,114/6,119/6,127/6,133/6,2/0,12/0,18/0,18/0,20/0,36/0,41/0,46/0,54/0,59/0,68/0,76/1,83/2,85/3,91/3,96/4,100/4,102/6,105/7,111/8,defend,2024
16/0,24/0,32/0,38/0,50/0,54/0,59/2,61/3,67/3,81/3,97/3,106/3,111/3,114/5,121/5,133/5,155/5,163/6,173/7,178/7,4/1,11/3,14/4,18/5,20/5,22/5,23/6,28/6,31/6,36/6,40/7,46/7,48/8,48/9,48/9,50/9,50/9,53/9,53/9,54/9,defend,2024
16/0,31/1,39/1,40/2,42/4,46/5,51/5,56/5,58/5,62/5,66/5,70/5,76/6,80/6,86/6,93/6,98/6,103/6,105/7,106/9,3/0,16/0,26/0,33/0,34/0,44/0,49/0,58/0,62/0,70/0,74/0,91/0,99/0,104/0,107/0,107/0,107/0,107/0,107/0,107/0,chased,2023
16/0,24/0,29/1,36/1,40/1,43/3,44/4,47/4,50/6,54/6,56/6,60/6,68/6,77/6,82/6,91/6,95/6,102/6,114/6,125/6,8/1,12/2,14/3,15/3,20/3,23/3,28/4,33/5,33/7,34/7,39/8,43/9,45/10,45/10,45/10,45/10,45/10,45/10,45/10,45/10,defend,2022
17/0,25/0,34/1,47/1,50/2,55/2,63/2,69/2,75/3,78/4,85/5,87/5,95/5,101/5,112/5,117/5,128/5,131/6,135/7,141/8,8/0,14/0,28/0,30/0,59/0,65/0,68/0,76/0,86/0,94/0,101/1,112/1,123/1,133/1,144/1,144/1,144/1,144/1,144/1,144/1,chased,2026
17/0,25/0,32/0,35/0,49/0,62/1,79/1,90/2,95/2,102/2,119/2,134/2,145/3,152/3,157/3,166/3,173/3,187/3,194/5,203/5,3/0,7/0,8/0,10/2,18/3,19/4,24/4,32/4,33/4,35/4,47/4,50/4,54/4,55/5,58/5,60/5,64/6,66/8,66/8,70/9,defend,2026
17/0,22/0,27/1,40/1,49/1,64/1,80/1,83/2,88/3,88/3,88/3,88/3,88/3,88/3,88/3,88/3,88/3,88/3,88/3,88/3,2/1,3/1,13/1,14/2,26/2,32/2,34/2,35/4,43/5,43/5,43/5,43/5,43/5,43/5,43/5,43/5,43/5,43/5,43/5,43/5,defend,2025
17/0,33/0,49/0,60/0,72/0,83/0,90/0,103/0,112/1,121/1,130/1,137/1,151/1,165/1,172/1,185/1,197/1,208/1,220/1,228/1,4/0,5/2,15/2,19/2,20/3,21/4,24/4,24/4,29/5,33/5,36/6,39/6,41/6,44/6,47/6,56/7,62/7,65/8,72/8,76/10,defend,2025
17/1,20/1,27/1,45/1,47/1,60/1,67/2,76/2,79/3,85/3,94/3,100/3,103/3,111/3,117/3,127/3,139/3,152/3,161/3,168/4,6/0,11/1,15/1,21/1,24/2,26/3,34/3,35/3,41/3,45/3,52/3,57/3,60/3,63/4,70/5,74/6,76/7,78/8,83/8,88/10,defend,2025
18/0,21/0,22/1,24/1,29/1,32/1,38/1,47/2,53/2,59/2,65/2,74/2,85/2,90/2,101/2,107/2,113/2,119/3,127/3,137/3,0/0,2/0,7/0,9/1,9/1,15/1,18/1,19/2,22/2,31/3,32/5,33/5,33/7,37/7,38/7,42/7,44/8,48/9,50/9,53/10,defend,2026
19/0,28/0,36/0,44/1,51/1,52/1,59/2,63/3,70/3,80/3,92/3,96/3,105/3,110/3,120/3,127/3,133/3,143/4,148/4,155/5,1/1,6/2,7/3,17/3,23/4,33/4,33/5,38/5,42/6,43/7,43/9,49/9,51/10,51/10,51/10,51/10,51/10,51/10,51/10,51/10,defend,2025
2/0,6/0,14/0,21/0,28/1,35/1,47/1,56/1,62/2,71/2,75/2,84/2,88/3,100/3,110/3,115/3,123/4,129/5,144/5,168/5,5/0,17/0,27/1,32/1,43/1,49/1,55/1,60/1,70/2,78/2,88/2,95/2,97/2,98/2,109/3,114/4,122/4,130/6,137/7,142/9,defend,2026
2/0,12/0,19/0,24/0,42/0,48/1,55/1,60/1,66/2,72/2,80/2,89/2,96/2,103/3,114/3,125/3,128/4,131/4,138/4,146/6,0/0,13/0,14/0,18/0,26/0,33/1,44/1,45/1,48/2,51/2,56/3,57/4,65/4,72/4,78/5,84/6,90/6,97/6,99/6,105/6,defend,2026
2/0,8/0,23/0,27/0,27/1,36/1,42/1,43/3,45/3,50/4,60/4,61/4,71/5,75/5,81/5,95/5,102/6,111/6,120/8,128/10,5/1,5/1,12/2,16/2,22/2,35/2,38/2,41/2,46/2,53/3,61/4,67/4,73/5,77/5,79/7,82/8,93/8,96/9,100/10,100/10,defend,2026
2/0,2/1,5/1,7/1,12/1,19/1,30/1,33/2,36/3,39/3,46/3,52/3,56/4,62/4,70/4,77/4,87/4,90/6,93/8,106/9,5/0,7/0,10/1,11/1,18/1,21/1,21/2,31/2,35/2,39/2,46/3,48/4,53/4,60/4,62/5,73/5,80/5,82/5,86/7,94/9,defend,2026
2/0,10/0,14/1,21/2,25/4,28/5,32/7,38/7,40/7,43/7,43/7,45/9,48/9,49/10,49/10,49/10,49/10,49/10,49/10,49/10,2/0,6/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,7/0,unknown,2026
2/0,3/0,11/0,14/1,16/1,17/2,23/2,24/2,26/2,28/3,31/3,31/3,34/3,37/3,42/3,48/3,49/5,51/5,53/5,53/6,6/0,18/0,19/1,23/1,28/2,35/2,47/2,54/2,54/2,54/2,54/2,54/2,54/2,54/2,54/2,54/2,54/2,54/2,54/2,54/2,chased,2026
2/0,5/0,13/0,20/1,21/1,23/1,31/1,37/2,44/2,51/2,56/2,59/3,66/3,72/4,77/4,81/6,85/7,87/8,97/8,112/8,2/0,8/0,8/1,10/3,12/3,13/4,16/4,20/4,25/4,28/4,28/5,37/5,40/6,42/6,44/7,48/7,50/7,60/7,62/9,62/9,defend,2026
2/0,7/0,18/0,27/0,44/0,48/0,55/0,60/0,66/1,74/1,81/1,88/1,97/1,105/1,119/2,124/2,127/2,135/2,145/2,153/2,0/3,3/3,9/3,16/4,28/4,34/4,42/4,44/4,60/4,71/4,86/4,96/4,96/4,96/4,96/4,96/4,96/4,96/4,96/4,96/4,chased,2026
2/0,3/1,10/1,12/1,12/1,17/2,18/3,19/3,25/5,28/5,32/6,33/6,35/6,37/6,38/6,48/7,55/8,63/8,73/8,81/8,8/1,18/1,25/1,38/1,49/1,58/1,83/2,83/2,83/2,83/2,83/2,83/2,83/2,83/2,83/2,83/2,83/2,83/2,83/2,83/2,chased,2026
2/0,5/1,6/1,7/3,8/3,8/4,9/4,14/6,17/6,25/7,26/8,31/8,41/8,46/10,46/10,46/10,46/10,46/10,46/10,46/10,2/1,5/1,14/1,22/1,27/1,39/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,47/1,chased,2026
2/0,7/0,12/0,17/0,22/0,28/0,37/0,41/1,47/1,48/1,53/1,64/1,69/1,75/1,82/1,88/1,93/2,101/2,113/3,119/3,2/2,3/2,4/2,7/2,17/2,21/2,25/2,30/2,34/2,40/2,45/2,48/3,52/3,62/3,72/3,84/3,90/4,99/4,104/5,110/8,defend,2026
2/0,9/0,14/1,18/1,23/1,27/3,30/3,31/3,34/3,39/3,44/3,52/3,58/3,62/4,67/4,75/5,84/5,92/5,113/5,126/6,1/1,12/1,21/1,30/1,41/1,55/1,71/1,78/3,79/4,86/4,89/4,94/4,100/4,109/4,114/4,116/6,117/7,119/8,127/8,127/8,chased,2026
2/0,5/0,10/0,15/0,19/0,25/0,28/0,40/0,44/0,47/0,48/0,49/1,52/1,60/2,65/3,72/4,76/4,78/5,80/6,87/6,0/0,1/0,5/0,14/0,18/0,24/0,32/1,36/2,40/2,46/3,48/3,53/3,58/4,64/4,67/4,74/4,80/4,87/4,88/4,88/4,chased,2026
2/0,6/2,12/2,30/2,36/3,39/3,44/3,52/3,58/3,62/3,68/3,73/4,77/4,88/4,92/4,106/4,111/4,116/5,122/6,137/7,4/3,8/4,13/5,15/6,17/7,17/7,21/7,21/8,22/9,23/9,24/9,24/10,24/10,24/10,24/10,24/10,24/10,24/10,24/10,24/10,defend,2026
2/0,10/0,23/0,25/1,38/1,43/2,48/3,55/3,59/3,63/4,66/4,69/4,74/4,76/4,79/5,83/6,85/6,92/6,93/7,104/8,2/0,10/1,18/1,23/1,26/1,31/2,37/2,48/2,52/2,55/3,61/4,63/5,70/5,73/5,78/5,87/5,99/5,103/5,105/5,105/5,chased,2025
